Summary,Temperature (C),Humidity,Pressure (millibars)
Overcast,-2.805555556,0.92,1010.85
Overcast,-2.711111111,0.91,1011.22
Overcast,-1.938888889,0.87,1011.62
Overcast,-0.922222222,0.87,1011.64
Clear,-0.95,0.87,1011.42
Clear,0.2,0.81,1010.39
Clear,0.116666667,0.81,1010.25
Clear,0.072222222,0.81,1009.27
Overcast,0.1,0.82,1008.91
Clear,-0.027777778,0.76,1008.85
Clear,-0.05,0.82,1009.76
Clear,-0.038888889,0.83,1010.52
Clear,-0.072222222,0.82,1009.99
Overcast,-0.627777778,0.85,1009.98
Mostly Cloudy,-1.116666667,0.85,1010.33
Overcast,-1.183333333,0.81,1010.41
Partly Cloudy,-1.861111111,0.81,1010.52
Partly Cloudy,-2.222222222,0.67,1014.62
Partly Cloudy,-1.855555556,0.78,1010.91
Partly Cloudy,-1.855555556,0.75,1010.63
Partly Cloudy,-2.411111111,0.74,1010.89
Mostly Cloudy,-2.505555556,0.7,1011.02
Overcast,-3.111111111,0.72,1011.23
Mostly Cloudy,-3.066666667,0.72,1011.48
Mostly Cloudy,-2.455555556,0.75,1011.86
Mostly Cloudy,-2.244444444,0.69,1012.42
Partly Cloudy,-1.033333333,0.67,1012.46
Mostly Cloudy,0,0.62,1012.52
Mostly Cloudy,1.083333333,0.63,1013
Partly Cloudy,1.211111111,0.71,1012.77
Partly Cloudy,2.15,0.63,1012.52
Partly Cloudy,2.172222222,0.62,1012.7
Partly Cloudy,1.277777778,0.65,1012.81
Mostly Cloudy,0.988888889,0.63,1013.08
Mostly Cloudy,-0.072222222,0.58,1013.78
Partly Cloudy,-0.183333333,0.63,1014.52
Partly Cloudy,-1.255555556,0.64,1014.99
Partly Cloudy,-1.35,0.67,1015
Partly Cloudy,-1.85,0.64,1015.14
Partly Cloudy,-2.344444444,0.66,1015.22
Partly Cloudy,-2.827777778,0.68,1015.21
Partly Cloudy,-4.238888889,0.84,1015.77
Clear,-2.944444444,0.69,1015.52
Clear,-2.916666667,0.66,1015.53
Clear,-4.083333333,0.71,1015.8
Clear,-4.1,0.7,1016.22
Partly Cloudy,-4.222222222,0.75,1016.6
Clear,-3.333333333,0.7,1016.76
Clear,-2.294444444,0.68,1017.23
Clear,-1.111111111,0.61,1017.51
Clear,0.105555556,0.56,1017.63
Clear,1.083333333,0.55,1017.9
Clear,2.172222222,0.55,1018.08
Clear,2.377777778,0.49,1017.77
Clear,2.75,0.57,1017.47
Clear,2.8,0.48,1017.55
Clear,2.488888889,0.53,1017.58
Clear,1.177777778,0.59,1017.42
Partly Cloudy,-0.005555556,0.69,1017.61
Partly Cloudy,-1.022222222,0.74,1017.77
Clear,-2.244444444,0.81,1017.51
Partly Cloudy,-2.783333333,0.88,1017.2
Partly Cloudy,-2.772222222,0.88,1017.35
Partly Cloudy,-3.338888889,0.81,1016.8
Partly Cloudy,-3.361111111,0.88,1015.98
Mostly Cloudy,1.377777778,0.82,1010.29
Partly Cloudy,-4.383333333,0.82,1015.15
Partly Cloudy,-3.872222222,0.79,1013.87
Mostly Cloudy,-3.766666667,0.79,1013.48
Overcast,-3.822222222,0.79,1013.14
Overcast,-2.755555556,0.78,1012.55
Mostly Cloudy,-2.316666667,0.76,1012.08
Mostly Cloudy,-1.088888889,0.75,1011.56
Overcast,1.016666667,0.65,1011.46
Overcast,1.977777778,0.65,1011.12
Overcast,2.133333333,0.56,1010.57
Overcast,2.644444444,0.59,1010.52
Overcast,2.65,0.68,1009.95
Overcast,2.15,0.73,1009.55
Overcast,2.194444444,0.8,1009.41
Overcast,2.238888889,0.85,1009.13
Overcast,1.244444444,0.85,1008.83
Overcast,2.238888889,0.79,1008.84
Overcast,2.283333333,0.74,1009.26
Overcast,2.266666667,0.73,1009.01
Overcast,2.266666667,0.76,1008.83
Overcast,2.305555556,0.79,1009.29
Foggy,2.266666667,0.8,1008.83
Mostly Cloudy,12.73333333,0.54,1014.48
Mostly Cloudy,12.68888889,0.56,1014.28
Overcast,11.13333333,0.91,1018.35
Mostly Cloudy,11.6,0.62,1014.08
Mostly Cloudy,11.08888889,0.71,1014.08
Mostly Cloudy,10.55555556,0.78,1013.82
Overcast,11.06666667,0.77,1013.87
Overcast,11.09444444,0.78,1014.26
Overcast,12.05,0.74,1014.51
Clear,12.15555556,0.73,1014.58
Overcast,12.66666667,0.73,1014.78
Overcast,12.81111111,0.74,1014.85
Overcast,15.72222222,0.64,1014.75
Overcast,15.7,0.69,1014.57
Overcast,14.95555556,0.77,1014.6
Overcast,13.70555556,0.78,1014.87
Overcast,12.71111111,0.83,1015.14
Overcast,12.81666667,0.84,1015.56
Overcast,12.22222222,0.86,1015.99
Overcast,12.22222222,0.86,1016.28
Mostly Cloudy,11.35,0.92,1016.85
Mostly Cloudy,11.09444444,0.93,1017.57
Overcast,11.04444444,0.96,1018
Overcast,11.21666667,0.93,1018.45
Partly Cloudy,12.62222222,0.78,1011.35
Clear,10.51111111,0.87,1011.24
Partly Cloudy,9.872222222,0.88,1011.71
Partly Cloudy,9.861111111,0.89,1010.64
Partly Cloudy,9.444444444,0.93,1010.63
Partly Cloudy,7.805555556,0.93,1010.48
Partly Cloudy,9.977777778,0.93,1010.35
Partly Cloudy,12.64444444,0.9,1010.06
Partly Cloudy,14.85555556,0.78,1009.94
Partly Cloudy,17.73333333,0.69,1010.02
Partly Cloudy,18.86111111,0.52,1009.92
Partly Cloudy,19.88333333,0.49,1009.99
Partly Cloudy,20.09444444,0.35,1009.43
Partly Cloudy,20.09444444,0.4,1008.83
Partly Cloudy,21.14444444,0.32,1008.48
Partly Cloudy,21.22777778,0.32,1007.89
Partly Cloudy,20.82222222,0.36,1007.7
Partly Cloudy,20.91666667,0.38,1007.82
Partly Cloudy,17.60555556,0.44,1007.94
Partly Cloudy,15.17222222,0.6,1008.77
Partly Cloudy,14.08333333,0.64,1009.79
Partly Cloudy,12.66111111,0.7,1010.55
Partly Cloudy,12.61666667,0.68,1010.85
Partly Cloudy,11.75,0.77,1011.26
Mostly Cloudy,11.57777778,0.78,1011.66
Partly Cloudy,10.48888889,0.84,1011.96
Partly Cloudy,8.7,0.92,1016.93
Mostly Cloudy,8.983333333,0.93,1012.23
Partly Cloudy,9.466666667,0.89,1011.97
Partly Cloudy,9.027777778,0.87,1011.96
Mostly Cloudy,7.916666667,0.89,1012.55
Mostly Cloudy,10.99444444,0.81,1012.87
Partly Cloudy,12.21111111,0.74,1013.23
Mostly Cloudy,12.82777778,0.72,1013.77
Mostly Cloudy,12.41111111,0.79,1014.15
Partly Cloudy,13.25555556,0.75,1014.81
Partly Cloudy,14.17222222,0.71,1014.99
Mostly Cloudy,17.29444444,0.62,1014.52
Mostly Cloudy,17.67222222,0.63,1014.31
Breezy and Overcast,13.4,0.74,1013.65
Mostly Cloudy,12.8,0.83,1015.41
Mostly Cloudy,13.33333333,0.79,1015.29
Mostly Cloudy,14.21666667,0.75,1015.09
Mostly Cloudy,14.05555556,0.76,1015.87
Mostly Cloudy,12.87777778,0.84,1016.38
Mostly Cloudy,12.73333333,0.83,1016.73
Partly Cloudy,10.12222222,0.92,1017.51
Partly Cloudy,9.822222222,0.92,1018.02
Partly Cloudy,9.522222222,0.92,1018.28
Partly Cloudy,9.427777778,0.93,1018
Clear,10.27222222,0.9,1021.04
Partly Cloudy,7.788888889,0.96,1017.83
Partly Cloudy,6.744444444,0.96,1018.31
Foggy,7.022222222,0.96,1018.64
Clear,7.161111111,1,1019.11
Clear,9.916666667,1,1019.52
Mostly Cloudy,11.27222222,0.92,1020.5
Mostly Cloudy,13.08333333,0.81,1020.68
Mostly Cloudy,15.39444444,0.7,1021.06
Mostly Cloudy,17.59444444,0.62,1021.14
Partly Cloudy,21.20555556,0.48,1021.07
Partly Cloudy,21.22777778,0.4,1020.96
Partly Cloudy,22.18888889,0.41,1020.78
Partly Cloudy,22.87222222,0.32,1020.46
Partly Cloudy,22.33333333,0.38,1020.06
Partly Cloudy,22.27222222,0.3,1019.99
Partly Cloudy,21.25,0.47,1019.96
Partly Cloudy,18.14444444,0.51,1019.96
Partly Cloudy,17.61666667,0.54,1020.22
Partly Cloudy,14.95555556,0.67,1020.68
Partly Cloudy,13.75555556,0.72,1021.38
Partly Cloudy,12.96111111,0.73,1021.55
Clear,11.60555556,0.8,1021.68
Clear,9.983333333,0.86,1021.61
Mostly Cloudy,11.99444444,0.75,1018.13
Clear,9.844444444,0.93,1021.69
Clear,9.822222222,0.89,1021.59
Partly Cloudy,9.5,0.89,1021.66
Partly Cloudy,9.916666667,0.86,1021.79
Partly Cloudy,12.2,0.85,1022.05
Partly Cloudy,15.01666667,0.72,1022.3
Partly Cloudy,17.92222222,0.64,1022.31
Partly Cloudy,20.11666667,0.59,1022.03
Partly Cloudy,22.19444444,0.41,1021.82
Mostly Cloudy,22.82777778,0.37,1021.52
Mostly Cloudy,22.93888889,0.34,1020.92
Mostly Cloudy,23.04444444,0.29,1020.6
Mostly Cloudy,22.96111111,0.37,1019.81
Mostly Cloudy,24.00555556,0.32,1019.22
Mostly Cloudy,23.11111111,0.33,1018.68
Mostly Cloudy,21.36111111,0.35,1018.03
Mostly Cloudy,19.21111111,0.43,1017.93
Mostly Cloudy,17.96666667,0.52,1017.83
Mostly Cloudy,16.22777778,0.62,1017.86
Mostly Cloudy,15.05,0.67,1018.07
Mostly Cloudy,14.45555556,0.7,1017.79
Mostly Cloudy,13.87222222,0.72,1017.48
Mostly Cloudy,12.75555556,0.74,1017.37
Mostly Cloudy,14.02777778,0.79,1017.34
Mostly Cloudy,11.68888889,0.8,1016.88
Overcast,11.71111111,0.8,1016.76
Mostly Cloudy,12.09444444,0.79,1016.67
Mostly Cloudy,12.82777778,0.76,1016.77
Mostly Cloudy,13.96111111,0.76,1016.78
Mostly Cloudy,17.42222222,0.61,1016.98
Mostly Cloudy,18.81666667,0.65,1016.6
Mostly Cloudy,21.01666667,0.57,1016.69
Mostly Cloudy,20.22222222,0.53,1016.79
Mostly Cloudy,21.25,0.49,1016.69
Partly Cloudy,22.80555556,0.52,1016.22
Mostly Cloudy,23.81666667,0.41,1015.97
Mostly Cloudy,23.86111111,0.39,1015.11
Partly Cloudy,22.63333333,0.42,1014.63
Partly Cloudy,20.6,0.61,1014.61
Partly Cloudy,17.65,0.61,1015.33
Partly Cloudy,16.07222222,0.73,1015.83
Partly Cloudy,14.95555556,0.8,1016.61
Partly Cloudy,14.95555556,0.79,1017.14
Mostly Cloudy,14.88333333,0.79,1017.54
Mostly Cloudy,14.86111111,0.78,1017.51
Mostly Cloudy,14.4,0.8,1017.45
Mostly Cloudy,14.37777778,0.78,1017.45
Partly Cloudy,10.75555556,0.95,1021.09
Mostly Cloudy,12.77777778,0.86,1017.66
Overcast,12.26666667,0.9,1017.85
Mostly Cloudy,11.87777778,0.91,1018.21
Mostly Cloudy,12.27222222,0.93,1018.57
Overcast,13.82222222,0.9,1019.28
Overcast,14.73888889,0.88,1019.93
Overcast,13.96111111,0.9,1020.37
Partly Cloudy,16.13888889,0.81,1020.66
Partly Cloudy,17.78888889,0.77,1020.92
Partly Cloudy,18.91111111,0.67,1021.25
Mostly Cloudy,20,0.67,1021.14
Partly Cloudy,19.97777778,0.61,1021.08
Partly Cloudy,21.22777778,0.53,1020.53
Partly Cloudy,21.20555556,0.53,1020.32
Partly Cloudy,21.21111111,0.52,1020.19
Partly Cloudy,20.16111111,0.53,1019.9
Partly Cloudy,19.09444444,0.6,1020.07
Partly Cloudy,17.65555556,0.62,1020.44
Partly Cloudy,15.07222222,0.78,1020.99
Partly Cloudy,13.40555556,0.83,1021.5
Clear,12.92777778,0.9,1021.64
Partly Cloudy,11.18333333,0.93,1021.88
Partly Cloudy,10.65,0.96,1021.98
Mostly Cloudy,14.07777778,0.79,1017.44
Partly Cloudy,10.55555556,0.93,1021.38
Partly Cloudy,9.955555556,0.93,1021.1
Partly Cloudy,10.31111111,0.95,1021.19
Partly Cloudy,11.02222222,0.93,1021.38
Partly Cloudy,14.82222222,0.84,1021.37
Partly Cloudy,17.51111111,0.74,1021.47
Partly Cloudy,21.04444444,0.59,1021.54
Partly Cloudy,21.16111111,0.59,1021.25
Partly Cloudy,22.19444444,0.49,1021.23
Partly Cloudy,22.8,0.44,1020.46
Partly Cloudy,23.91111111,0.41,1020.15
Partly Cloudy,23.92222222,0.38,1019.73
Partly Cloudy,24.00555556,0.41,1019.05
Partly Cloudy,24.00555556,0.38,1018.45
Mostly Cloudy,24.11666667,0.4,1018.07
Mostly Cloudy,22.91666667,0.47,1017.56
Mostly Cloudy,21.29444444,0.52,1017.18
Mostly Cloudy,19.61666667,0.54,1017.22
Mostly Cloudy,17.87222222,0.65,1017.16
Partly Cloudy,17.32222222,0.67,1017.35
Partly Cloudy,16.08888889,0.7,1017.52
Mostly Cloudy,15.16111111,0.74,1017.65
Mostly Cloudy,16.06666667,0.7,1017.09
Partly Cloudy,11.98888889,0.89,1018.41
Mostly Cloudy,13.96666667,0.75,1016.29
Mostly Cloudy,13.46111111,0.83,1016.73
Mostly Cloudy,13.48333333,0.89,1016.11
Mostly Cloudy,13.87222222,0.9,1015.95
Mostly Cloudy,16,0.78,1015.67
Mostly Cloudy,17.54444444,0.75,1015.47
Mostly Cloudy,18.83888889,0.73,1015.58
Overcast,19.83333333,0.68,1015.33
Overcast,19.12222222,0.72,1015.45
Overcast,17.77222222,0.78,1016.24
Mostly Cloudy,18.75,0.79,1016.14
Partly Cloudy,17.93888889,0.79,1016.18
Partly Cloudy,17.91666667,0.84,1015.69
Partly Cloudy,19.97222222,0.68,1015.49
Partly Cloudy,17.55,0.8,1015.31
Partly Cloudy,17.91666667,0.73,1015.3
Partly Cloudy,17.69444444,0.73,1015.63
Partly Cloudy,17.28333333,0.75,1016.02
Partly Cloudy,16.16111111,0.81,1016.55
Partly Cloudy,15.57777778,0.84,1017.47
Partly Cloudy,15.47777778,0.82,1018.19
Partly Cloudy,13.86666667,0.83,1018.76
Partly Cloudy,13.28888889,0.83,1019.16
Mostly Cloudy,15.48333333,0.74,1016.05
Clear,10.49444444,0.96,1018.87
Clear,9.983333333,0.96,1019.23
Clear,10.1,0.93,1019.61
Partly Cloudy,10.91111111,0.93,1020.02
Partly Cloudy,12.64444444,0.9,1020.52
Partly Cloudy,15.95555556,0.82,1020.59
Partly Cloudy,17.77777778,0.73,1020.6
Partly Cloudy,19.95,0.63,1020.31
Partly Cloudy,21,0.5,1020.48
Partly Cloudy,22.24444444,0.49,1020.38
Partly Cloudy,22.77777778,0.44,1019.97
Partly Cloudy,23.74444444,0.42,1019.61
Mostly Cloudy,23.91111111,0.48,1018.97
Mostly Cloudy,22.98333333,0.44,1018.47
Partly Cloudy,23.10555556,0.49,1018.09
Partly Cloudy,22.91666667,0.52,1017.46
Partly Cloudy,21.38888889,0.56,1017.25
Partly Cloudy,19.60555556,0.62,1017.29
Partly Cloudy,17.98888889,0.65,1017.04
Partly Cloudy,16.85555556,0.7,1017.32
Partly Cloudy,16.04444444,0.71,1017.2
Partly Cloudy,16.76111111,0.67,1016.29
Mostly Cloudy,16.68888889,0.7,1015.93
Mostly Cloudy,13.85555556,0.92,1013.48
Mostly Cloudy,15.67222222,0.72,1014.77
Mostly Cloudy,15.65,0.72,1014.33
Mostly Cloudy,15.68333333,0.72,1013.12
Mostly Cloudy,16.11666667,0.72,1012.69
Overcast,17.2,0.72,1012.38
Overcast,17.78888889,0.7,1012.5
Overcast,17.8,0.73,1012.65
Mostly Cloudy,18.91111111,0.69,1012.16
Mostly Cloudy,21.11111111,0.72,1012.72
Partly Cloudy,22.15,0.68,1012.63
Mostly Cloudy,22.73333333,0.7,1012.72
Partly Cloudy,22.87777778,0.61,1012.77
Partly Cloudy,22.78333333,0.57,1012.21
Mostly Cloudy,21.20555556,0.63,1012.02
Mostly Cloudy,21.25555556,0.59,1012.04
Mostly Cloudy,20.99444444,0.6,1011.91
Mostly Cloudy,19.85555556,0.62,1012.18
Mostly Cloudy,18.08333333,0.72,1012.86
Mostly Cloudy,16.08888889,0.87,1013.14
Mostly Cloudy,16.04444444,0.9,1013.79
Mostly Cloudy,15.58888889,0.87,1013.19
Overcast,11.06666667,0.93,1018.8
Overcast,10.99444444,0.93,1018.9
Partly Cloudy,10.27777778,0.84,1022.55
Overcast,10.9,0.89,1019.12
Overcast,10.95,0.96,1019.32
Overcast,11,0.95,1019.63
Mostly Cloudy,11.04444444,0.93,1019.98
Overcast,12.59444444,0.84,1020.23
Mostly Cloudy,12.65,0.79,1020.96
Mostly Cloudy,13.75,0.73,1021.38
Mostly Cloudy,14.86111111,0.68,1021.68
Overcast,15.75555556,0.68,1021.67
Mostly Cloudy,14.93333333,0.68,1021.73
Mostly Cloudy,16.01666667,0.67,1021.52
Mostly Cloudy,16.15555556,0.67,1021.84
Mostly Cloudy,16.16111111,0.67,1021.8
Overcast,17.2,0.63,1021.6
Partly Cloudy,17.14444444,0.63,1021.56
Overcast,17.15,0.59,1021.51
Overcast,15.04444444,0.72,1021.31
Overcast,14.06111111,0.77,1021.65
Overcast,12.73333333,0.78,1022.21
Overcast,13.24444444,0.74,1022.6
Overcast,12.67222222,0.74,1022.96
Mostly Cloudy,14.42222222,0.93,1013.12
Partly Cloudy,13.91666667,0.93,1012.65
Partly Cloudy,15,0.9,1008.74
Mostly Cloudy,13.40555556,0.93,1012.51
Mostly Cloudy,12.85,0.96,1012.57
Mostly Cloudy,13.53333333,0.96,1012.49
Partly Cloudy,13.89444444,0.93,1012.4
Mostly Cloudy,15.02777778,0.92,1012.29
Mostly Cloudy,17.02777778,0.77,1012.18
Mostly Cloudy,17.15,0.75,1012.1
Mostly Cloudy,17.68888889,0.74,1011.98
Partly Cloudy,19.85,0.62,1011.51
Partly Cloudy,21,0.63,1010.93
Partly Cloudy,22.08333333,0.5,1010.6
Partly Cloudy,22.68333333,0.53,1010.07
Partly Cloudy,22.75555556,0.57,1009.2
Partly Cloudy,23.81666667,0.54,1008.38
Partly Cloudy,23.99444444,0.5,1007.69
Mostly Cloudy,22.8,0.53,1007.28
Mostly Cloudy,22.17222222,0.67,1007
Mostly Cloudy,21.32222222,0.62,1007.15
Mostly Cloudy,17.85,0.78,1007.19
Mostly Cloudy,17.22222222,0.81,1007.2
Partly Cloudy,17.92777778,0.8,1007.2
Mostly Cloudy,17.17777778,0.81,1007.2
Partly Cloudy,15.60555556,0.87,1007.29
Mostly Cloudy,14.49444444,0.84,1012.98
Partly Cloudy,15.69444444,0.87,1007.8
Overcast,15.71666667,0.89,1008.4
Mostly Cloudy,16.42222222,0.86,1009.07
Mostly Cloudy,15.67222222,0.92,1009.6
Mostly Cloudy,16.69444444,0.87,1009.93
Mostly Cloudy,17.77222222,0.84,1010.95
Mostly Cloudy,17.82777778,0.83,1011.31
Mostly Cloudy,18.91111111,0.72,1011.72
Mostly Cloudy,19.20555556,0.7,1012.04
Mostly Cloudy,20.06666667,0.71,1012.35
Mostly Cloudy,21.1,0.57,1012.39
Mostly Cloudy,22.30555556,0.52,1012.33
Mostly Cloudy,21.03333333,0.47,1012.42
Overcast,20.98888889,0.42,1012.21
Overcast,20.4,0.45,1012.1
Mostly Cloudy,19.95,0.5,1011.99
Mostly Cloudy,17.93333333,0.65,1012.01
Mostly Cloudy,17.65555556,0.61,1012.22
Mostly Cloudy,16.17777778,0.67,1012.74
Mostly Cloudy,15.55555556,0.72,1013.26
Mostly Cloudy,14.85555556,0.76,1013.9
Mostly Cloudy,14.42222222,0.81,1014.01
Mostly Cloudy,13.35555556,0.86,1014.31
Partly Cloudy,16.30555556,0.81,1012.96
Partly Cloudy,13.31111111,0.84,1014.01
Partly Cloudy,12.25,0.9,1014.11
Mostly Cloudy,13.56666667,0.83,1013.93
Mostly Cloudy,12.13333333,0.91,1014.63
Partly Cloudy,14.96111111,0.83,1015.02
Partly Cloudy,18.69444444,0.67,1015.14
Partly Cloudy,21.04444444,0.63,1015.29
Partly Cloudy,22.2,0.55,1015.36
Partly Cloudy,23.76666667,0.54,1015.22
Partly Cloudy,26.03888889,0.47,1014.76
Partly Cloudy,26.13333333,0.47,1014.27
Partly Cloudy,27.11666667,0.41,1013.84
Partly Cloudy,27.75555556,0.43,1013.34
Partly Cloudy,27.82222222,0.43,1012.9
Partly Cloudy,27.42222222,0.43,1012.14
Partly Cloudy,27.28888889,0.41,1011.44
Clear,25.13888889,0.49,1011.42
Partly Cloudy,23.21666667,0.57,1011.44
Partly Cloudy,20.18333333,0.67,1012.05
Partly Cloudy,19.97777778,0.68,1012.37
Partly Cloudy,18.31111111,0.74,1012.5
Partly Cloudy,17.38333333,0.77,1012.64
Partly Cloudy,16.76111111,0.8,1012.75
Partly Cloudy,17.91111111,0.83,1014.84
Clear,17.57777778,0.76,1012.78
Partly Cloudy,15.51111111,0.87,1013.05
Partly Cloudy,15.72777778,0.83,1012.91
Partly Cloudy,16.07222222,0.86,1013.58
Partly Cloudy,19.87222222,0.78,1014.29
Mostly Cloudy,22.67222222,0.66,1015.04
Mostly Cloudy,23.83888889,0.58,1015.45
Mostly Cloudy,25.92222222,0.5,1015.48
Mostly Cloudy,26.15555556,0.47,1015.74
Mostly Cloudy,27.66111111,0.49,1015.67
Mostly Cloudy,27.77777778,0.36,1015.47
Mostly Cloudy,28.95555556,0.39,1015.33
Mostly Cloudy,28.86111111,0.36,1014.87
Partly Cloudy,30.94444444,0.33,1014.47
Partly Cloudy,30.04444444,0.35,1014.35
Partly Cloudy,28.81111111,0.37,1014.01
Mostly Cloudy,27.67777778,0.62,1013.75
Mostly Cloudy,23.55,0.66,1014.36
Mostly Cloudy,22.23888889,0.72,1015.4
Mostly Cloudy,22.17222222,0.66,1015.73
Mostly Cloudy,21.35,0.67,1016.04
Partly Cloudy,19.97222222,0.73,1015.83
Partly Cloudy,18.91111111,0.78,1015.3
Mostly Cloudy,13.58888889,0.92,1019.12
Partly Cloudy,18.26666667,0.8,1015.62
Mostly Cloudy,17.71111111,0.8,1015.95
Mostly Cloudy,16.72777778,0.72,1016.53
Partly Cloudy,17.12777778,0.67,1017.09
Partly Cloudy,17.12777778,0.67,1017.39
Mostly Cloudy,17.82222222,0.69,1017.75
Mostly Cloudy,17.82777778,0.72,1017.96
Mostly Cloudy,20.88333333,0.68,1018.11
Mostly Cloudy,22.01666667,0.67,1018.33
Mostly Cloudy,21.96666667,0.68,1018.31
Partly Cloudy,22.47222222,0.66,1017.78
Mostly Cloudy,23.09444444,0.61,1017.1
Partly Cloudy,21.94444444,0.68,1017.06
Mostly Cloudy,20.76111111,0.73,1017.36
Mostly Cloudy,19.96666667,0.72,1017.13
Mostly Cloudy,17.63888889,0.73,1016.6
Mostly Cloudy,17.03888889,0.81,1016.65
Overcast,16.18888889,0.86,1016.67
Mostly Cloudy,15.83333333,0.87,1017.67
Overcast,14.77222222,0.88,1018.33
Overcast,13.30555556,0.96,1018.87
Overcast,12.68888889,0.96,1019.72
Overcast,12.71111111,0.96,1019.36
Partly Cloudy,11.13888889,0.92,1020.77
Mostly Cloudy,11.68888889,0.93,1020.32
Mostly Cloudy,11.64444444,0.93,1020.61
Partly Cloudy,10.83888889,0.95,1021.08
Partly Cloudy,12.2,0.86,1021.44
Partly Cloudy,12.80555556,0.83,1021.84
Partly Cloudy,14.88333333,0.79,1022.24
Partly Cloudy,16.13888889,0.72,1022.15
Partly Cloudy,17.24444444,0.67,1022.53
Partly Cloudy,18.74444444,0.6,1022.47
Partly Cloudy,18.96111111,0.63,1022.31
Partly Cloudy,20.07222222,0.52,1022.01
Mostly Cloudy,19.18333333,0.47,1021.75
Mostly Cloudy,21.11111111,0.42,1021.2
Partly Cloudy,20.11666667,0.48,1020.7
Partly Cloudy,19.36666667,0.46,1020.42
Partly Cloudy,20.04444444,0.45,1019.69
Partly Cloudy,17.93333333,0.49,1019.52
Mostly Cloudy,15.70555556,0.62,1020.25
Mostly Cloudy,13.96111111,0.72,1020.7
Mostly Cloudy,13.35555556,0.75,1021.01
Mostly Cloudy,12.66111111,0.87,1021.14
Mostly Cloudy,11.76111111,0.86,1020.92
Partly Cloudy,10.75,0.92,1021
Mostly Cloudy,14.51111111,0.84,1018.2
Mostly Cloudy,10.63333333,0.92,1020.89
Mostly Cloudy,11.19444444,0.89,1020.62
Mostly Cloudy,12.71666667,0.8,1020.75
Mostly Cloudy,12.78888889,0.83,1021.02
Mostly Cloudy,13.85,0.83,1021.41
Mostly Cloudy,16.01666667,0.77,1021.76
Mostly Cloudy,17.77777778,0.65,1021.59
Partly Cloudy,19.95,0.57,1021.68
Partly Cloudy,20.00555556,0.53,1021.75
Mostly Cloudy,20.06111111,0.53,1022.06
Mostly Cloudy,20.15555556,0.6,1021.48
Mostly Cloudy,22.11666667,0.44,1021.34
Mostly Cloudy,21.22222222,0.56,1020.88
Partly Cloudy,22.26111111,0.49,1020.27
Mostly Cloudy,22.29444444,0.47,1019.96
Mostly Cloudy,22.17222222,0.54,1019.9
Mostly Cloudy,20.08888889,0.6,1019.48
Mostly Cloudy,18.32222222,0.66,1019.53
Mostly Cloudy,16.16111111,0.78,1019.31
Mostly Cloudy,15.58333333,0.81,1019.5
Partly Cloudy,15.25555556,0.86,1019.39
Mostly Cloudy,14.95555556,0.87,1019.26
Mostly Cloudy,14.37777778,0.9,1018.21
Mostly Cloudy,15.78333333,0.85,1018.73
Overcast,14.88333333,0.81,1017.05
Overcast,14.88333333,0.81,1016.17
Overcast,15.01666667,0.8,1015.21
Clear,14.90555556,0.87,1014.95
Mostly Cloudy,17.08333333,0.76,1015.5
Mostly Cloudy,17.91666667,0.72,1015.84
Mostly Cloudy,18.79444444,0.69,1016.24
Breezy and Partly Cloudy,19.92777778,0.63,1016.47
Breezy and Partly Cloudy,21.90555556,0.61,1017.06
Breezy and Mostly Cloudy,22.19444444,0.53,1017.76
Breezy and Mostly Cloudy,22.19444444,0.55,1018.16
Breezy and Mostly Cloudy,22.39444444,0.53,1018.93
Breezy and Mostly Cloudy,22.73333333,0.53,1018.94
Breezy and Partly Cloudy,22.24444444,0.55,1019.13
Mostly Cloudy,22.43888889,0.51,1019.29
Mostly Cloudy,21.17777778,0.53,1019.41
Partly Cloudy,20.11111111,0.57,1019.68
Mostly Cloudy,18.22222222,0.67,1019.67
Mostly Cloudy,17.33333333,0.71,1020
Mostly Cloudy,16.20555556,0.8,1020.4
Mostly Cloudy,16.42777778,0.76,1020.57
Mostly Cloudy,15.65,0.81,1020.19
Mostly Cloudy,15.62777778,0.84,1019.75
Mostly Cloudy,14.81666667,0.91,1015.9
Mostly Cloudy,15.55555556,0.87,1017.79
Mostly Cloudy,15,0.87,1017.15
Mostly Cloudy,15.26111111,0.85,1016.22
Partly Cloudy,15.02222222,0.87,1015.99
Partly Cloudy,16.10555556,0.87,1016.62
Partly Cloudy,17.95,0.77,1015.42
Mostly Cloudy,19.97222222,0.69,1015.04
Mostly Cloudy,22.63333333,0.67,1013.87
Mostly Cloudy,24.80555556,0.57,1013.47
Mostly Cloudy,25.91666667,0.51,1012.6
Mostly Cloudy,24.96111111,0.51,1012.34
Mostly Cloudy,25.31111111,0.49,1012.38
Mostly Cloudy,22.82777778,0.65,1012.25
Mostly Cloudy,22.05,0.6,1012.63
Mostly Cloudy,19.13333333,0.72,1013.19
Mostly Cloudy,16.20555556,0.86,1013.14
Mostly Cloudy,17.17222222,0.81,1012.83
Mostly Cloudy,16.33333333,0.79,1012.9
Overcast,14.97777778,0.87,1012.95
Overcast,14.49444444,0.9,1013.72
Overcast,14.55555556,0.93,1014.46
Overcast,13.96111111,0.96,1014.8
Overcast,14.46666667,0.93,1015.66
Overcast,11.26666667,0.96,1007.3
Overcast,13.93888889,0.96,1015.58
Overcast,13.86666667,0.96,1015.29
Mostly Cloudy,13.91666667,0.93,1015.59
